Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Recognizing solid objects by alignment with an image","International Journal of Computer Vision","","5","2","10.1007/BF00054921","Daniel P. HuttenlocherShimon Ullman","1990","http://link.springer.com/article/10.1007/BF00054921","Article"
"Book reviews","Machine Translation","","5","3","10.1007/BF00389820","R. Lee HumphreysRudi GebruersNorman M. FraserMaggie Tallerman","1990","http://link.springer.com/article/10.1007/BF00389820","Article"
"Polynomial time learnability of simple deterministic languages","Machine Learning","","5","2","10.1007/BF00116035","Hiroki Ishizaka","1990","http://link.springer.com/article/10.1007/BF00116035","Article"
"A parallel preconditioned conjugate gradient method using domain decomposition and inexact solvers on each subdomain","Computing","","45","3","10.1007/BF02250634","Dr. sc. nat. A. Meyer","1990","http://link.springer.com/article/10.1007/BF02250634","Article"
"Robert G. Jeroslow 1942–1988","Annals of Mathematics and Artificial Intelligence","","1","1 - 4","10.1007/BF01531066","Egon Balas","1990","http://link.springer.com/article/10.1007/BF01531066","Article"
"The role of “craft language” in learning “Waza”","AI & SOCIETY","","4","2","10.1007/BF01889640","Kumiko Ikuta","1990","http://link.springer.com/article/10.1007/BF01889640","Article"
"Interactive scheduling as a constraint satisfiability problem","Annals of Mathematics and Artificial Intelligence","","1","1 - 4","10.1007/BF01531070","Ronen FeldmanMartin Charles Golumbic","1990","http://link.springer.com/article/10.1007/BF01531070","Article"
"The problem of choosing between predicate and function notation for problem representation","Journal of Automated Reasoning","","6","4","10.1007/BF00244358","Larry Wos","1990","http://link.springer.com/article/10.1007/BF00244358","Article"
"Runge-Kutta interpolants based on values from two successive integration steps","Computing","","43","3","10.1007/BF02242920","Ch. TsitourasG. Papageorgiou","1990","http://link.springer.com/article/10.1007/BF02242920","Article"
"Singapore's great leap: information technology in context","Artificial Intelligence Review","","4","1","10.1007/BF02221497","G. Sussman","1990","http://link.springer.com/article/10.1007/BF02221497","Article"
"A parallel algorithm for finding roots of a complex polynomial","Journal of Computer Science and Technology","","5","1","10.1007/BF02946566","Jinsong Cheng","1990","http://link.springer.com/article/10.1007/BF02946566","Article"
"Computing the irreducible real factors and components of an algebraic curve","Applicable Algebra in Engineering, Communication and Computing","","1","2","10.1007/BF01810297","Erich Kaltofen","1990","http://link.springer.com/article/10.1007/BF01810297","Article"
"Lexicography today: An annotated bibliography of the theory of lexicography","Machine Translation","","4","4","10.1007/BF00713707","Frank Knowles","1990","http://link.springer.com/article/10.1007/BF00713707","Article"
"Using hand position for virtual object placement","The Visual Computer","","6","5","10.1007/BF01900747","Colin Ware","1990","http://link.springer.com/article/10.1007/BF01900747","Article"
"The music machine: Selected readings from “computer music journal”","Machine Translation","","4","4","10.1007/BF00713711","Lelio Camilleri","1990","http://link.springer.com/article/10.1007/BF00713711","Article"
"An optimum plan of reliability control","Computing","","44","2","10.1007/BF02241865","I. PopescuI. Văduva","1990","http://link.springer.com/article/10.1007/BF02241865","Article"
"Chart parsing in Prolog","New Generation Computing","","8","2","10.1007/BF03037470","Neil K. SimpkinsPeter Hancox","1990","http://link.springer.com/article/10.1007/BF03037470","Article"
"Adaptive polygonization of parametric surfaces","The Visual Computer","","6","5","10.1007/BF01900751","Vasilis Vlassopoulos","1990","http://link.springer.com/article/10.1007/BF01900751","Article"
"The theory and practice of Bayesian image labeling","International Journal of Computer Vision","","4","3","10.1007/BF00054995","Paul B. ChouChristopher M. Brown","1990","http://link.springer.com/article/10.1007/BF00054995","Article"
"Visibility, occlusion, and the aspect graph","International Journal of Computer Vision","","5","2","10.1007/BF00054919","Harry PlantingaCharles R. Dyer","1990","http://link.springer.com/article/10.1007/BF00054919","Article"
"The theoretical basis of MiMo","Machine Translation","","5","3","10.1007/BF00389818","Doug ArnoldLouisa Sadler","1990","http://link.springer.com/article/10.1007/BF00389818","Article"
"Using vanishing points for camera calibration","International Journal of Computer Vision","","4","2","10.1007/BF00127813","B. CaprileV. Torre","1990","http://link.springer.com/article/10.1007/BF00127813","Article"
"First announcement and call for papers","Machine Translation","","5","3","10.1007/BF00389822","","1990","http://link.springer.com/article/10.1007/BF00389822","Article"
"Action, connectionism and enaction: A developmental perspective","AI & SOCIETY","","4","2","10.1007/BF01889638","Julie C. Rutkowska","1990","http://link.springer.com/article/10.1007/BF01889638","Article"
"The strength of weak learnability","Machine Learning","","5","2","10.1007/BF00116037","Robert E. Schapire","1990","http://link.springer.com/article/10.1007/BF00116037","Article"
"Finite element approximation of electrostatic potential in one dimensional multilayer structures with quantized electronic charge","Computing","","45","3","10.1007/BF02250636","Ph. CaussignacB. ZimmermannR. Ferro","1990","http://link.springer.com/article/10.1007/BF02250636","Article"
"Polynomial-time inference of all valid implications for Horn and related formulae","Annals of Mathematics and Artificial Intelligence","","1","1 - 4","10.1007/BF01531068","E. BorosY. CramaP. L. Hammer","1990","http://link.springer.com/article/10.1007/BF01531068","Article"
"Book reviews","Artificial Intelligence Review","","4","4","10.1007/BF00168960","Tony DrapkinAllan RamsaySteve HedgesAidan P. MagillE. P. CurranMadjid MerabtiMiranda DaviesTony DoddTerence C. Fogarty","1990","http://link.springer.com/article/10.1007/BF00168960","Article"
"AI: A strategic technology in Japan?","AI & SOCIETY","","4","2","10.1007/BF01889642","Fumihiko SatofukaKatsuhiko Nakamura","1990","http://link.springer.com/article/10.1007/BF01889642","Article"
"Local minimizer of a nonconvex quadratic programming problem","Computing","","45","3","10.1007/BF02250640","Dr. F. Mráz","1990","http://link.springer.com/article/10.1007/BF02250640","Article"
"Boolean query optimization and the 0-1 hyperbolic sum problem","Annals of Mathematics and Artificial Intelligence","","1","1 - 4","10.1007/BF01531072","Pierre HansenMarcus V. Poggi de AragãoCelso C. Ribeiro","1990","http://link.springer.com/article/10.1007/BF01531072","Article"
"Singly-implicit Runge-Kutta methods for retarded and ordinary differential equations","Computing","","43","3","10.1007/BF02242918","H. Claus","1990","http://link.springer.com/article/10.1007/BF02242918","Article"
"Rosenbrock methods for differential-algebraic systems with solution-dependent singular matrix multiplying the derivative","Computing","","43","4","10.1007/BF02241653","Ch. LubichM. Roche","1990","http://link.springer.com/article/10.1007/BF02241653","Article"
"A toolbox for adding knowledge-based modules to existing statistical software","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01531000","Paul L. Darius","1990","http://link.springer.com/article/10.1007/BF01531000","Article"
"On some ways of approximating inverses of banded matrices in connection with deriving preconditioners based on incomplete block factorizations","Computing","","43","3","10.1007/BF02242922","P. S. Vassilevski","1990","http://link.springer.com/article/10.1007/BF02242922","Article"
"Editorial","The Visual Computer","","6","6","10.1007/BF01901016","Nadia Magnenat ThalmannDaniel Thalmann","1990","http://link.springer.com/article/10.1007/BF01901016","Article"
"Facial image synthesis using skin texture recording","The Visual Computer","","6","6","10.1007/BF01901020","M. NahasH. HuitricM. RiouxJ. Domey","1990","http://link.springer.com/article/10.1007/BF01901020","Article"
"A fuzzy proof theory","Journal of Computer Science and Technology","","5","1","10.1007/BF02946568","Dongbo LiuDeyi Li","1990","http://link.springer.com/article/10.1007/BF02946568","Article"
"Natural language parsing and linguistic theories","Machine Translation","","4","4","10.1007/BF00713709","Mary McGee Wood","1990","http://link.springer.com/article/10.1007/BF00713709","Article"
"English as a logic programming language","New Generation Computing","","8","2","10.1007/BF03037468","Robert Kowalski","1990","http://link.springer.com/article/10.1007/BF03037468","Article"
"Two data structures for building tetrahedralizations","The Visual Computer","","6","5","10.1007/BF01900749","Elisabetta BruzzoneLeila De Floriani","1990","http://link.springer.com/article/10.1007/BF01900749","Article"
"Errata","Machine Translation","","4","4","10.1007/BF00713713","","1990","http://link.springer.com/article/10.1007/BF00713713","Article"
"Introduction of dosim predicate to Prolog","New Generation Computing","","8","2","10.1007/BF03037472","Yukio KanedaHideo MatsudaKatsuki Akiyoshi","1990","http://link.springer.com/article/10.1007/BF03037472","Article"
"Stereoscopic images","The Visual Computer","","6","5","10.1007/BF01900753","Geoff WyvillPaul Sharp","1990","http://link.springer.com/article/10.1007/BF01900753","Article"
"Motion from point matches: Multiplicity of solutions","International Journal of Computer Vision","","4","3","10.1007/BF00054997","Olivier D. FaugerasSteve Maybank","1990","http://link.springer.com/article/10.1007/BF00054997","Article"
"The spectral accuracy of a fully-discrete scheme for a nonlinear third order equation","Computing","","44","3","10.1007/BF02262215","L. AbiaJ. M. Sanz-Serna","1990","http://link.springer.com/article/10.1007/BF02262215","Article"
"Empirical Learning Using Rule Threshold Optimization for Detection of Events in Synthetic Images","Machine Learning","","5","4","10.1023/A:1022633824867","David J. Montana","1990","http://link.springer.com/article/10.1023/A%3A1022633824867","Article"
"Linear shape from shading","International Journal of Computer Vision","","4","2","10.1007/BF00127815","Alex P. Pentland","1990","http://link.springer.com/article/10.1007/BF00127815","Article"
"Intelligent tutoring systems: an overview","Artificial Intelligence Review","","4","4","10.1007/BF00168958","Hyacinth S. Nwana","1990","http://link.springer.com/article/10.1007/BF00168958","Article"
"An algorithm for exponential integrals of real order","Computing","","45","3","10.1007/BF02250638","C. ChiccoliS. LorenzuttaG. Maino","1990","http://link.springer.com/article/10.1007/BF02250638","Article"
"Grovel time is here again!","AI & SOCIETY","","4","2","10.1007/BF01889644","David Smith","1990","http://link.springer.com/article/10.1007/BF01889644","Article"
"Branch-and-cut solution of inference problems in propositional logic","Annals of Mathematics and Artificial Intelligence","","1","1 - 4","10.1007/BF01531074","J. N. HookerC. Fedjki","1990","http://link.springer.com/article/10.1007/BF01531074","Article"
"Regularization of a Volterra integral equation by linear inequalities","Computing","","43","4","10.1007/BF02241655","B. HofmannR. HausdingR. Wolke","1990","http://link.springer.com/article/10.1007/BF02241655","Article"
"Statistical guidance in symbolic learning","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01531002","Douglas H. FisherPhilip K. Chan","1990","http://link.springer.com/article/10.1007/BF01531002","Article"
"A case study: the making ofPencil Test","The Visual Computer","","6","6","10.1007/BF01901018","Galyn Susman","1990","http://link.springer.com/article/10.1007/BF01901018","Article"
"Editorial announcement","Journal of Automated Reasoning","","6","2","10.1007/BF00245814","","1990","http://link.springer.com/article/10.1007/BF00245814","Article"
"Directing an animated scene with autonomous actors","The Visual Computer","","6","6","10.1007/BF01901022","Roberto MaiocchiBarbara Pernici","1990","http://link.springer.com/article/10.1007/BF01901022","Article"
"Permeation of knowledge information processing systems","New Generation Computing","","8","1","10.1007/BF03037510","Hidehiko Tanaka","1990","http://link.springer.com/article/10.1007/BF03037510","Article"
"The construction of cubature formulae by continuation","Computing","","45","2","10.1007/BF02247880","P. VerlindenA. Haegemans","1990","http://link.springer.com/article/10.1007/BF02247880","Article"
"Order, stepsize and stiffness switching","Computing","","44","3","10.1007/BF02262217","J. C. Butcher","1990","http://link.springer.com/article/10.1007/BF02262217","Article"
"Editorial","Machine Learning","","5","1","10.1023/A:1022655507603","Thomas G. Dietterich","1990","http://link.springer.com/article/10.1023/A%3A1022655507603","Article"
"SolvingN+m nonlinear equations with onlym nonlinear variables","Computing","","44","3","10.1007/BF02262221","T. J. YpmaY. -Q. Shen","1990","http://link.springer.com/article/10.1007/BF02262221","Article"
"Polynomial Time Learnability of Simple Deterministic Languages","Machine Learning","","5","2","10.1023/A:1022644732619","Hiroki Ishizaka","1990","http://link.springer.com/article/10.1023/A%3A1022644732619","Article"
"News section","AI & SOCIETY","","4","2","10.1007/BF01889646","David Smith","1990","http://link.springer.com/article/10.1007/BF01889646","Article"
"On-line 2-satisfiability","Annals of Mathematics and Artificial Intelligence","","1","1 - 4","10.1007/BF01531076","Brigitte JaumardPaola MarchioroAurora MorganaRossella PetreschiBruno Simeone","1990","http://link.springer.com/article/10.1007/BF01531076","Article"
"A theory of nonmonotonic rule systems I","Annals of Mathematics and Artificial Intelligence","","1","1 - 4","10.1007/BF01531080","W. MarekA. NerodeJ. Remmel","1990","http://link.springer.com/article/10.1007/BF01531080","Article"
"On adaptive sampling","Computing","","43","4","10.1007/BF02241657","P. Flajolet","1990","http://link.springer.com/article/10.1007/BF02241657","Article"
"Logical and algorithmic properties of independence and their application to Bayesian networks","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01531004","Dan GeigerJudea Pearl","1990","http://link.springer.com/article/10.1007/BF01531004","Article"
"Protected completions of first-order general logic programs","Journal of Automated Reasoning","","6","2","10.1007/BF00245816","James J. LuV. S. Subrahmanian","1990","http://link.springer.com/article/10.1007/BF00245816","Article"
"Third International Conference on Theoretical and Methodological Issues in Machine Translation of Natural Languages","Machine Translation","","5","2","10.1007/BF00393760","Gary A. Coen","1990","http://link.springer.com/article/10.1007/BF00393760","Article"
"Events","The Visual Computer","","6","6","10.1007/BF01901024","","1990","http://link.springer.com/article/10.1007/BF01901024","Article"
"The problem of finding a mapping between clause representation and natural-deduction representation","Journal of Automated Reasoning","","6","2","10.1007/BF00245820","Larry Wos","1990","http://link.springer.com/article/10.1007/BF00245820","Article"
"An epistemic model of logic programming","New Generation Computing","","8","1","10.1007/BF03037512","Y. J. Jiang","1990","http://link.springer.com/article/10.1007/BF03037512","Article"
"A unification of Liouvillian extensions","Applicable Algebra in Engineering, Communication and Computing","","1","1","10.1007/BF01810844","Manuel Bronstein","1990","http://link.springer.com/article/10.1007/BF01810844","Article"
"Visually continuous quartics and quintics","Computing","","45","2","10.1007/BF02247878","D. Lasser","1990","http://link.springer.com/article/10.1007/BF02247878","Article"
"Algorithms for the maximum satisfiability problem","Computing","","44","4","10.1007/BF02241270","Pierre HansenBrigitte Jaumard","1990","http://link.springer.com/article/10.1007/BF02241270","Article"
"A deductive database approach for complex objects","Journal of Computer Science and Technology","","5","3","10.1007/BF02945310","Qiming Chen","1990","http://link.springer.com/article/10.1007/BF02945310","Article"
"Truncated nonlinear ABS algorithm and its convergence property","Computing","","45","2","10.1007/BF02247882","N. DengZ. Chen","1990","http://link.springer.com/article/10.1007/BF02247882","Article"
"Efficient iterative algorithms for bounding the inverse of a matrix","Computing","","44","3","10.1007/BF02262219","J. HerzbergerLj. Petković","1990","http://link.springer.com/article/10.1007/BF02262219","Article"
"Editorial","AI & SOCIETY","","4","1","10.1007/BF01889760","Janet Vaux","1990","http://link.springer.com/article/10.1007/BF01889760","Article"
"A linear programming approach to reasoning about probabilities","Annals of Mathematics and Artificial Intelligence","","1","1 - 4","10.1007/BF01531078","Dimitris KavvadiasChristos H. Papadimitriou","1990","http://link.springer.com/article/10.1007/BF01531078","Article"
"Most specific logic programs","Annals of Mathematics and Artificial Intelligence","","1","1 - 4","10.1007/BF01531082","K. MarriottL. NaishJ. -L. Lassez","1990","http://link.springer.com/article/10.1007/BF01531082","Article"
"Practical experience in developing statistical knowledge enhancement systems","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01531006","D. J. Hand","1990","http://link.springer.com/article/10.1007/BF01531006","Article"
"Providing machine tractable dictionary tools","Machine Translation","","5","2","10.1007/BF00393758","Yorick WilksDan FassCheng-ming GuoJames E. McDonaldTony PlateBrian M. Slator","1990","http://link.springer.com/article/10.1007/BF00393758","Article"
"Integrating statistical theory with statistical databases","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01531010","David J. Lubinsky","1990","http://link.springer.com/article/10.1007/BF01531010","Article"
"Editorial Exploratory research in machine learning","Machine Learning","","5","1","10.1007/BF00115892","Thomas G. Dietterich","1990","http://link.springer.com/article/10.1007/BF00115892","Article"
"Decision procedures for elementary sublanguages of set theory","Journal of Automated Reasoning","","6","2","10.1007/BF00245818","D. CantoneV. Cutello","1990","http://link.springer.com/article/10.1007/BF00245818","Article"
"Book reviews","Machine Translation","","5","2","10.1007/BF00393762","Norman M. FraserMark SebbaGlyn MorrillPaul Bennett","1990","http://link.springer.com/article/10.1007/BF00393762","Article"
"Approximating CSG trees of moving objects","The Visual Computer","","6","4","10.1007/BF02341044","Hanan SametMarkku Tamminen","1990","http://link.springer.com/article/10.1007/BF02341044","Article"
"Guest editor’s introduction: Fault—Tolerant Computing","Journal of Computer Science and Technology","","5","2","10.1007/BF02943415","Yinghua Min","1990","http://link.springer.com/article/10.1007/BF02943415","Article"
"Updating knowledge bases","New Generation Computing","","8","1","10.1007/BF03037514","A. GuessoumJ. W. Lloyd","1990","http://link.springer.com/article/10.1007/BF03037514","Article"
"The statistics of state-spaces","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01530994","Bruce Abramson","1990","http://link.springer.com/article/10.1007/BF01530994","Article"
"On the construction of irreducible self-reciprocal polynomials over finite fields","Applicable Algebra in Engineering, Communication and Computing","","1","1","10.1007/BF01810846","Helmut Meyn","1990","http://link.springer.com/article/10.1007/BF01810846","Article"
"Editorial advice to Machine Learning authors","Machine Learning","","5","3","10.1007/BF00117104","","1990","http://link.springer.com/article/10.1007/BF00117104","Article"
"On error structures and extrapolation for stiff systems, with application in the method of lines","Computing","","44","4","10.1007/BF02241272","W. Auzinger","1990","http://link.springer.com/article/10.1007/BF02241272","Article"
"Automatic and hierarchical verification for concurrent systems","Journal of Computer Science and Technology","","5","3","10.1007/BF02945312","Xudong ZhaoYulin Feng","1990","http://link.springer.com/article/10.1007/BF02945312","Article"
"Simultaneous self-verified computation of exp (A) and ∫
                0
                1
               exp (As) dsexp (As) ds","Computing","","45","2","10.1007/BF02247884","P. Bochev","1990","http://link.springer.com/article/10.1007/BF02247884","Article"
"Editorial","AI & SOCIETY","","4","3","10.1007/BF01889937","Karamjit S. Gill","1990","http://link.springer.com/article/10.1007/BF01889937","Article"
"A note on polychotomy","Computing","","45","1","10.1007/BF02250581","F. R. de HoogR. M. M. Mattheij","1990","http://link.springer.com/article/10.1007/BF02250581","Article"
"A brief history of connectionism and its psychological implications","AI & SOCIETY","","4","1","10.1007/BF01889762","S. F. Walker","1990","http://link.springer.com/article/10.1007/BF01889762","Article"
"User modeling in dialog systems: Potentials and hazards","AI & SOCIETY","","4","3","10.1007/BF01889941","Alfred Kobsa","1990","http://link.springer.com/article/10.1007/BF01889941","Article"
"The Strength of Weak Learnability","Machine Learning","","5","2","10.1023/A:1022648800760","Robert E. Schapire","1990","http://link.springer.com/article/10.1023/A%3A1022648800760","Article"
"Question-asking strategies for Horn clause systems","Annals of Mathematics and Artificial Intelligence","","1","1 - 4","10.1007/BF01531084","Jinchang WangJohn Vande Vate","1990","http://link.springer.com/article/10.1007/BF01531084","Article"
"Estes: A statistical expert system for time series analysis","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01531008","Paula Hietala","1990","http://link.springer.com/article/10.1007/BF01531008","Article"
"Editorial","International Journal of Computer Vision","","4","1","10.1007/BF00137440","Rodney BrooksTakeo Kanade","1990","http://link.springer.com/article/10.1007/BF00137440","Article"
"Choosing reference classes and building provisional models","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01531012","Eric Neufeld","1990","http://link.springer.com/article/10.1007/BF01531012","Article"
"Acquiring recursive and iterative concepts with explanation-based learning","Machine Learning","","5","1","10.1007/BF00115894","Iude W. Shavlik","1990","http://link.springer.com/article/10.1007/BF00115894","Article"
"Evaluation of true 3 D display systems for visualizing medical volume data","The Visual Computer","","6","4","10.1007/BF02341046","J. OwczarczykB. Owczarczyk","1990","http://link.springer.com/article/10.1007/BF02341046","Article"
"Probability Matching, the Magnitude of Reinforcement, and Classifier System Bidding","Machine Learning","","5","4","10.1023/A:1022681708029","David E. Goldberg","1990","http://link.springer.com/article/10.1023/A%3A1022681708029","Article"
"Events","The Visual Computer","","6","4","10.1007/BF02341050","","1990","http://link.springer.com/article/10.1007/BF02341050","Article"
"DFTSNA: A distributed fault-tolerant shipboard system","Journal of Computer Science and Technology","","5","2","10.1007/BF02943417","Jie XuQingnan LiShize HuangJiangfeng Xu","1990","http://link.springer.com/article/10.1007/BF02943417","Article"
"Extending Domain Theories: Two Case Studies in Student Modeling","Machine Learning","","5","1","10.1023/A:1022607624441","D. SleemanHaym HirshIan ElleryIn-Yung Kim","1990","http://link.springer.com/article/10.1023/A%3A1022607624441","Article"
"Closed world assumptions having precedence in predicates","New Generation Computing","","8","3","10.1007/BF03037516","Hirofumi Katsuno","1990","http://link.springer.com/article/10.1007/BF03037516","Article"
"Parallel critical path tracing—A fault simulation algorithm for combinational circuits","Journal of Computer Science and Technology","","5","2","10.1007/BF02943421","Daozheng Wei","1990","http://link.springer.com/article/10.1007/BF02943421","Article"
"Modeling temporal processes via belief networks and Petri nets, with application to expert systems","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01530996","Carlo Berzuini","1990","http://link.springer.com/article/10.1007/BF01530996","Article"
"Learning sequential decision rules using simulation models and competition","Machine Learning","","5","4","10.1007/BF00116876","John J. GrefenstetteConnie Loggia RamseyAlan C. Schultz","1990","http://link.springer.com/article/10.1007/BF00116876","Article"
"Volume visualization","The Visual Computer","","6","1","10.1007/BF01902623","Arie Kaufman","1990","http://link.springer.com/article/10.1007/BF01902623","Article"
"Some remarks on strong fibonacci pseudoprimes","Applicable Algebra in Engineering, Communication and Computing","","1","1","10.1007/BF01810848","Rudolf LidlWinfried B. MüllerAlan Oswald","1990","http://link.springer.com/article/10.1007/BF01810848","Article"
"Call for papers for ICGA-91","Machine Learning","","5","4","10.1007/BF00116880","","1990","http://link.springer.com/article/10.1007/BF00116880","Article"
"Empirical learning as a function of concept character","Machine Learning","","5","3","10.1007/BF00117106","Larry RendellHoward Cho","1990","http://link.springer.com/article/10.1007/BF00117106","Article"
"A criterion for the positivity of rational cubicC
2-spline interpolants","Computing","","44","4","10.1007/BF02241274","J. W. SchmidtM. Sakai","1990","http://link.springer.com/article/10.1007/BF02241274","Article"
"A highly flexible multiprocessor solution for ray tracing","The Visual Computer","","6","2","10.1007/BF01901067","Stuart A. GreenDerek J. Paddon","1990","http://link.springer.com/article/10.1007/BF01901067","Article"
"Why SA can beat the exponential explosion in heuristic search","Journal of Computer Science and Technology","","5","3","10.1007/BF02945314","Bo ZhangLing Zhang","1990","http://link.springer.com/article/10.1007/BF02945314","Article"
"A technique for motion specification in computer animation","The Visual Computer","","6","2","10.1007/BF01901071","C. W. A. M. van Overveld","1990","http://link.springer.com/article/10.1007/BF01901071","Article"
"The impacts of expert systems on working life — An assessment","AI & SOCIETY","","4","3","10.1007/BF01889939","Peter Schefe","1990","http://link.springer.com/article/10.1007/BF01889939","Article"
"Schröder-like algorithms for multiple complex zeros of a polynomial","Computing","","45","1","10.1007/BF02250583","Prof. Dr. M. S. Petković","1990","http://link.springer.com/article/10.1007/BF02250583","Article"
"Active symbols and internal models: Towards a cognitive connectionism","AI & SOCIETY","","4","1","10.1007/BF01889764","Stephen KaplanMark WeaverRobert French","1990","http://link.springer.com/article/10.1007/BF01889764","Article"
"‘The strange story of the Perceptron’","Artificial Intelligence Review","","4","2","10.1007/BF00133190","Richard S. Forsyth","1990","http://link.springer.com/article/10.1007/BF00133190","Article"
"Reviews","AI & SOCIETY","","4","3","10.1007/BF01889943","Richard N. Griffiths","1990","http://link.springer.com/article/10.1007/BF01889943","Article"
"Feature point method of Chinese character recognition and its application","Journal of Computer Science and Technology","","5","4","10.1007/BF02945282","Xinzhong ZhangChangde YanXiuying Liu","1990","http://link.springer.com/article/10.1007/BF02945282","Article"
"Introduction: Special Issue on Computational Learning Theory","Machine Learning","","5","2","10.1023/A:1022615931710","Leonard Pitt","1990","http://link.springer.com/article/10.1023/A%3A1022615931710","Article"
"Interweaving knowledge extracting, organizing and evaluating: A concrete design for preventing logic and structure bugs while interviewing experts","Journal of Automated Reasoning","","6","3","10.1007/BF00244490","Joseph S. Di Piazza","1990","http://link.springer.com/article/10.1007/BF00244490","Article"
"Computing the external geodesic diameter of a simple polygon","Computing","","44","1","10.1007/BF02247961","D. SamuelG. T. Toussaint","1990","http://link.springer.com/article/10.1007/BF02247961","Article"
"Detecting moving objects","International Journal of Computer Vision","","4","1","10.1007/BF00137442","William B. ThompsonTing-Chuen Pong","1990","http://link.springer.com/article/10.1007/BF00137442","Article"
"Using statistics to make expert systems “user-acquainted”","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01531014","Vicki L. SauterLaurence A. Madeo","1990","http://link.springer.com/article/10.1007/BF01531014","Article"
"A functional style of programming with CSP-like communication mechanisms","New Generation Computing","","7","4","10.1007/BF03037451","A. K. GoswamiL. M. Patnaik","1990","http://link.springer.com/article/10.1007/BF03037451","Article"
"A necessary condition for learning from positive examples","Machine Learning","","5","1","10.1007/BF00115896","Haim Shvaytser","1990","http://link.springer.com/article/10.1007/BF00115896","Article"
"Vu: visual user-interface design","The Visual Computer","","6","4","10.1007/BF02341048","Gurminder Singh","1990","http://link.springer.com/article/10.1007/BF02341048","Article"
"Guest editors’ preface","New Generation Computing","","7","2 - 3","10.1007/BF03037200","Koichi FurukawaMakoto AmamiyaEhud ShapiroDavid H. D. Warren","1990","http://link.springer.com/article/10.1007/BF03037200","Article"
"A distributed error recovery technique and its implementation and application on UNIX","Journal of Computer Science and Technology","","5","2","10.1007/BF02943419","Di ZhouXiangwen Xu","1990","http://link.springer.com/article/10.1007/BF02943419","Article"
"On the recursive decomposition ordering with lexicographical status and other related orderings","Journal of Automated Reasoning","","6","1","10.1007/BF00302640","Pierre Lescanne","1990","http://link.springer.com/article/10.1007/BF00302640","Article"
"A new deductive approach to planning","New Generation Computing","","8","3","10.1007/BF03037518","Steffen HölldoblerJosef Schneeberger","1990","http://link.springer.com/article/10.1007/BF03037518","Article"
"A hierarchical reconfiguration strategy for bus-based multiprocessors","Journal of Computer Science and Technology","","5","2","10.1007/BF02943423","Ashish PancholyFidel MuradaliVinod K. Agarwal","1990","http://link.springer.com/article/10.1007/BF02943423","Article"
"Potential applications of three-way multidimensional scaling and related techniques to integrate knowledge from multiple experts","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01530998","James E. CorterJ. Douglas Carroll","1990","http://link.springer.com/article/10.1007/BF01530998","Article"
"Probability matching, the magnitude of reinforcement, and classifier system bidding","Machine Learning","","5","4","10.1007/BF00116878","David E. Goldberg","1990","http://link.springer.com/article/10.1007/BF00116878","Article"
"Who invented ray tracing?","The Visual Computer","","6","3","10.1007/BF01911003","Georg Rainer Hofmann","1990","http://link.springer.com/article/10.1007/BF01911003","Article"
"Ray tracing voxel data via biquadratic local surface interpolation","The Visual Computer","","6","1","10.1007/BF01902625","Robert E. Webber","1990","http://link.springer.com/article/10.1007/BF01902625","Article"
"Editorial: Advice to Machine Learning Authors","Machine Learning","","5","3","10.1023/A:1022647305786","Pat Langley","1990","http://link.springer.com/article/10.1023/A%3A1022647305786","Article"
"An object-oriented architecture for a computer animation system","The Visual Computer","","6","2","10.1007/BF01901069","Phillip GettoDavid Breen","1990","http://link.springer.com/article/10.1007/BF01901069","Article"
"Detecting and locating fallures in communication networks","Journal of Computer Science and Technology","","5","3","10.1007/BF02945316","Weigeng ShiR. James Duckworth","1990","http://link.springer.com/article/10.1007/BF02945316","Article"
"Nonmonotonic reasoning, nonmonotonic logics and reasoning about change","Artificial Intelligence Review","","4","2","10.1007/BF00133188","John Bell","1990","http://link.springer.com/article/10.1007/BF00133188","Article"
"The Problem of Expensive Chunks and its Solution by Restricting Expressiveness","Machine Learning","","5","3","10.1023/A:1022603523533","Milind TambeAllen NewellPaul S. Rosenbloom","1990","http://link.springer.com/article/10.1023/A%3A1022603523533","Article"
"Evaluation of Hausdorff distances in interval mathematics","Computing","","45","1","10.1007/BF02250585","Prof. Dr. K. -U. Jahn","1990","http://link.springer.com/article/10.1007/BF02250585","Article"
"Connectionism and artificial intelligence as cognitive models","AI & SOCIETY","","4","1","10.1007/BF01889766","","1990","http://link.springer.com/article/10.1007/BF01889766","Article"
