Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A generalized approach to metaprogramming in logic grammars","New Generation Computing","","8","3","10.1007/BF03037517","Thomas Wilmes","1990","http://link.springer.com/article/10.1007/BF03037517","Article"
"Product-oriented test-pattern generation for Programmable Logic Arrays","Journal of Computer Science and Technology","","5","2","10.1007/BF02943422","Jintao LiYinghua Min","1990","http://link.springer.com/article/10.1007/BF02943422","Article"
"Statistical consultation — Who's the expert?","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01530997","A. D. ClaydenM. R. Croft","1990","http://link.springer.com/article/10.1007/BF01530997","Article"
"CSM: A computational model of cumulative learning","Machine Learning","","5","4","10.1007/BF00116877","Hayong Harry Zhou","1990","http://link.springer.com/article/10.1007/BF00116877","Article"
"Foundations of ray tracing","The Visual Computer","","6","3","10.1007/BF01911002","Isaac D. Scherson","1990","http://link.springer.com/article/10.1007/BF01911002","Article"
"Volume rendering by adaptive refinement","The Visual Computer","","6","1","10.1007/BF01902624","Marc Levoy","1990","http://link.springer.com/article/10.1007/BF01902624","Article"
"Group codes on certain algebraic curves with many rational points","Applicable Algebra in Engineering, Communication and Computing","","1","1","10.1007/BF01810849","Johan P. HansenHenning Stichtenoth","1990","http://link.springer.com/article/10.1007/BF01810849","Article"
"The problem of expensive chunks and its solution by restricting expressiveness","Machine Learning","","5","3","10.1007/BF00117107","Milind TambeAllen NewellPaul S. Rosenbloom","1990","http://link.springer.com/article/10.1007/BF00117107","Article"
"Scaling low-resolution bitmap fonts using linear feature extraction","The Visual Computer","","6","2","10.1007/BF01901068","J. R. Parker","1990","http://link.springer.com/article/10.1007/BF01901068","Article"
"A characterization of achievable patterns of the MN-puzzle problem","Journal of Computer Science and Technology","","5","3","10.1007/BF02945315","Hongqing Yang","1990","http://link.springer.com/article/10.1007/BF02945315","Article"
"Events","The Visual Computer","","6","2","10.1007/BF01901072","","1990","http://link.springer.com/article/10.1007/BF01901072","Article"
"In this issue...","Artificial Intelligence Review","","4","2","10.1007/BF00133187","","1990","http://link.springer.com/article/10.1007/BF00133187","Article"
"Shortest polygonal paths in space","Computing","","45","1","10.1007/BF02250584","R. E. BurkardG. RoteE. Y. YaoZ. L. Yu","1990","http://link.springer.com/article/10.1007/BF02250584","Article"
"Connectionism, classical cognitive science and experimental psychology","AI & SOCIETY","","4","1","10.1007/BF01889765","Mike OaksfordNick ChaterKeith Stenning","1990","http://link.springer.com/article/10.1007/BF01889765","Article"
"News section","AI & SOCIETY","","4","3","10.1007/BF01889944","David Smith","1990","http://link.springer.com/article/10.1007/BF01889944","Article"
"In this issue...","Artificial Intelligence Review","","4","3","10.1007/BF00140674","","1990","http://link.springer.com/article/10.1007/BF00140674","Article"
"Application of grammatical parsing technique in Chinese input","Journal of Computer Science and Technology","","5","4","10.1007/BF02945283","Shiwen Yu","1990","http://link.springer.com/article/10.1007/BF02945283","Article"
"Gröbner bases in exterior algebra","Journal of Automated Reasoning","","6","3","10.1007/BF00244487","Timothy Stokes","1990","http://link.springer.com/article/10.1007/BF00244487","Article"
"Equivalence of propositional Prolog programs","Journal of Automated Reasoning","","6","3","10.1007/BF00244491","Hans Kleine BüningUlrich LöwenStefan Schmitgen","1990","http://link.springer.com/article/10.1007/BF00244491","Article"
"Learning Sequential Decision Rules Using Simulation Models and Competition","Machine Learning","","5","4","10.1023/A:1022677607120","John J. GrefenstetteConnie Loggia RamseyAlan C. Schultz","1990","http://link.springer.com/article/10.1023/A%3A1022677607120","Article"
"ε-Optimality for bicriteria programs and its application to minimum cost flows","Computing","","44","1","10.1007/BF02247962","G. RuheB. Fruhwirth","1990","http://link.springer.com/article/10.1007/BF02247962","Article"
"Relative orientation","International Journal of Computer Vision","","4","1","10.1007/BF00137443","Berthold K. P. Horn","1990","http://link.springer.com/article/10.1007/BF00137443","Article"
"Probability propagation","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01531015","Glenn R. ShaferPrakash P. Shenoy","1990","http://link.springer.com/article/10.1007/BF01531015","Article"
"Inductive inference of logic programs based on algebraic semantics","New Generation Computing","","7","4","10.1007/BF03037452","Yasubumi Sakakibara","1990","http://link.springer.com/article/10.1007/BF03037452","Article"
"Announcements","Machine Learning","","5","1","10.1007/BF00115897","","1990","http://link.springer.com/article/10.1007/BF00115897","Article"
"Computer Art Forum","The Visual Computer","","6","4","10.1007/BF02341049","Nadia Magnenat-Thalmann","1990","http://link.springer.com/article/10.1007/BF02341049","Article"
"The languages FCP(:) and FCP(:,?)","New Generation Computing","","7","2 - 3","10.1007/BF03037201","Eyal YardeniShmuel KligerEhud Shapiro","1990","http://link.springer.com/article/10.1007/BF03037201","Article"
"Replacing unification by constraint satisfaction to improve logic program expressiveness","Journal of Automated Reasoning","","6","1","10.1007/BF00302641","J. W. RoachR. SundararajanL. T. Watson","1990","http://link.springer.com/article/10.1007/BF00302641","Article"
"Parsing and generation with Static Discontinuity Grammars","New Generation Computing","","8","3","10.1007/BF03037519","Veronica DahlFred Popowich","1990","http://link.springer.com/article/10.1007/BF03037519","Article"
"Repairing VLSI/WSI redundant memories with minimum cost","Journal of Computer Science and Technology","","5","2","10.1007/BF02943424","Weikang HuangF. Lombardi","1990","http://link.springer.com/article/10.1007/BF02943424","Article"
"Incorporating statistical information into expert classification systems to reduce classification costs","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01530999","Louis Anthony Cox Jr.","1990","http://link.springer.com/article/10.1007/BF01530999","Article"
"Empirical learning using rule threshold optimization for detection of events in synthetic images","Machine Learning","","5","4","10.1007/BF00116879","David J. Montana","1990","http://link.springer.com/article/10.1007/BF00116879","Article"
"Ray-bound tracing for perfect and efficient anti-aliasing","The Visual Computer","","6","3","10.1007/BF01911004","Masataka OhtaMamoru Maekawa","1990","http://link.springer.com/article/10.1007/BF01911004","Article"
"Real time discrete shading","The Visual Computer","","6","1","10.1007/BF01902626","Daniel CohenArie KaufmanReuven BakalashSamuel Bergman","1990","http://link.springer.com/article/10.1007/BF01902626","Article"
"Events","The Visual Computer","","6","1","10.1007/BF01902630","","1990","http://link.springer.com/article/10.1007/BF01902630","Article"
"Macro-dataflow computational model and its simulation","Journal of Computer Science and Technology","","5","3","10.1007/BF02945317","Yudong SunZhiliang Xie","1990","http://link.springer.com/article/10.1007/BF02945317","Article"
"Numerical and symbolic approaches to uncertainty management in AI","Artificial Intelligence Review","","4","2","10.1007/BF00133189","Dominic A. Clark","1990","http://link.springer.com/article/10.1007/BF00133189","Article"
"The simultaneous determination of all zeros of a polynomial","Computing","","45","1","10.1007/BF02250586","J. Czopik","1990","http://link.springer.com/article/10.1007/BF02250586","Article"
"Action, connectionism and enaction: a developmental perspective","AI & SOCIETY","","4","1","10.1007/BF01889767","","1990","http://link.springer.com/article/10.1007/BF01889767","Article"
"Nonmonotonic reasoning","Artificial Intelligence Review","","4","3","10.1007/BF00140676","F. M. DoniniM. LenzeriniD. NardiF. PirriM. Schaerf","1990","http://link.springer.com/article/10.1007/BF00140676","Article"
"A novel algorithm for color constancy","International Journal of Computer Vision","","5","1","10.1007/BF00056770","D. A. Forsyth","1990","http://link.springer.com/article/10.1007/BF00056770","Article"
"Discrete interpolation surface","Journal of Computer Science and Technology","","5","4","10.1007/BF02945285","Zhiming Xu","1990","http://link.springer.com/article/10.1007/BF02945285","Article"
"Short proofs of the pigeonhole formulas based on the connection method","Journal of Automated Reasoning","","6","3","10.1007/BF00244489","W. Bibel","1990","http://link.springer.com/article/10.1007/BF00244489","Article"
"Challenge problems in elementary calculus","Journal of Automated Reasoning","","6","3","10.1007/BF00244493","W. W. Bledsoe","1990","http://link.springer.com/article/10.1007/BF00244493","Article"
"Multicriterion optimization using interval analysis","Computing","","44","1","10.1007/BF02247964","K. IchidaY. Fujii","1990","http://link.springer.com/article/10.1007/BF02247964","Article"
"On symmetric Runge-Kutta methods of high order","Computing","","45","4","10.1007/BF02238798","Dr. R. P. K. Chan","1990","http://link.springer.com/article/10.1007/BF02238798","Article"
"Erratum","International Journal of Computer Vision","","4","1","10.1007/BF00137445","","1990","http://link.springer.com/article/10.1007/BF00137445","Article"
"Information and probabilistic reasoning","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01531017","Wilson X. Wen","1990","http://link.springer.com/article/10.1007/BF01531017","Article"
"A’UM —A stream-based concurrent object-oriented language—","New Generation Computing","","7","2 - 3","10.1007/BF03037203","Kaoru YoshidaTakashi Chikayama","1990","http://link.springer.com/article/10.1007/BF03037203","Article"
"Strategies for modal resolution: Results and problems","Journal of Automated Reasoning","","6","1","10.1007/BF00302639","Yves AuffrayJean-Jacques Hebrard","1990","http://link.springer.com/article/10.1007/BF00302639","Article"
"Automated proofs of the moufang identities in alternative rings","Journal of Automated Reasoning","","6","1","10.1007/BF00302643","Siva AnantharamanJieh Hsiang","1990","http://link.springer.com/article/10.1007/BF00302643","Article"
"Orthogonal algorithm of logic probability and syndrome-testable analysis","Journal of Computer Science and Technology","","5","2","10.1007/BF02943426","Chongxun ZhengKenong Zhang","1990","http://link.springer.com/article/10.1007/BF02943426","Article"
"Heuristics for ray tracing using space subdivision","The Visual Computer","","6","3","10.1007/BF01911006","J. David MacDonaldKellogg S. Booth","1990","http://link.springer.com/article/10.1007/BF01911006","Article"
"Brain peeling: viewing the inside of a laminar three-dimensional solid","The Visual Computer","","6","1","10.1007/BF01902628","Carl FrederickEric L. Schwartz","1990","http://link.springer.com/article/10.1007/BF01902628","Article"
"Stability of the totally implicit finite difference scheme for the one-dimensional diffusion equation with a moving boundary","Computing","","45","4","10.1007/BF02238801","Dr. M. Fabbri","1990","http://link.springer.com/article/10.1007/BF02238801","Article"
"Some hard examples for the resolution method","Journal of Computer Science and Technology","","5","3","10.1007/BF02945319","Xiangdong Yu","1990","http://link.springer.com/article/10.1007/BF02945319","Article"
"Book reviews","Artificial Intelligence Review","","4","3","10.1007/BF00140678","Hugh Weston RoomsDaune WestTony GillieJohn MacdonaldJohn BillingsleyTony DoddDerek LongAllan Ramsay","1990","http://link.springer.com/article/10.1007/BF00140678","Article"
"Computation of component image velocity from local phase information","International Journal of Computer Vision","","5","1","10.1007/BF00056772","David J. FleetAllan D. Jepson","1990","http://link.springer.com/article/10.1007/BF00056772","Article"
"Communication analysis and granularity assessment for a transputer-based system","Journal of Computer Science and Technology","","5","4","10.1007/BF02945287","Qingping GuoY. Paker","1990","http://link.springer.com/article/10.1007/BF02945287","Article"
"In this issue ...","Artificial Intelligence Review","","4","1","10.1007/BF02221491","","1990","http://link.springer.com/article/10.1007/BF02221491","Article"
"TrapML — A metalanguage for transformational programming","Journal of Computer Science and Technology","","5","4","10.1007/BF02945291","Lingzi Jin","1990","http://link.springer.com/article/10.1007/BF02945291","Article"
"Denote CSP with temporal formulas","Journal of Computer Science and Technology","","5","1","10.1007/BF02946560","Chaochen ZhouXinxin Liu","1990","http://link.springer.com/article/10.1007/BF02946560","Article"
"Barycentric formulae for some optimal rational approximants involving blaschke products","Computing","","44","1","10.1007/BF02247966","J. -P. Berrut","1990","http://link.springer.com/article/10.1007/BF02247966","Article"
"Secondary predication and the lexical representation of verbs","Machine Translation","","5","1","10.1007/BF00310041","T. R. Rapoport","1990","http://link.springer.com/article/10.1007/BF00310041","Article"
"Third International Workshop on Artificial Intelligence and Statistics","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01531019","","1990","http://link.springer.com/article/10.1007/BF01531019","Article"
"Toward a computational model of aspect and verb semantics","Machine Translation","","4","4","10.1007/BF00713701","Winfield S. BennettTanya HerlickKatherine HoytJoseph LiroAna Santisteban","1990","http://link.springer.com/article/10.1007/BF00713701","Article"
"A load balancing mechanism for large scale multiprocessor systems and its implementation","New Generation Computing","","7","2 - 3","10.1007/BF03037205","Yasutaka TakedaHiroshi NakashimaKanae MasudaTakashi ChikayamaKazuo Taki","1990","http://link.springer.com/article/10.1007/BF03037205","Article"
"Events","The Visual Computer","","6","3","10.1007/BF01911008","","1990","http://link.springer.com/article/10.1007/BF01911008","Article"
"Recurrence relations for rational cubic methods II: The Chebyshev method","Computing","","45","4","10.1007/BF02238803","V. CandelaA. Marquina","1990","http://link.springer.com/article/10.1007/BF02238803","Article"
"Some key issues in designing MT systems","Machine Translation","","5","4","10.1007/BF00376644","Keh-Yih SuJing-Shin Chang","1990","http://link.springer.com/article/10.1007/BF00376644","Article"
"A decidable first-order logic for knowledge representation","Journal of Automated Reasoning","","6","4","10.1007/BF00244354","Peter F. Patel-Schneider","1990","http://link.springer.com/article/10.1007/BF00244354","Article"
"Formalizing default reasoning","Journal of Computer Science and Technology","","5","4","10.1007/BF02945289","Jianchao HanZhongzhi Shi","1990","http://link.springer.com/article/10.1007/BF02945289","Article"
"Formal systems in Artificial Intelligence: an illustration using semigroup, automata and language theory","Artificial Intelligence Review","","4","1","10.1007/BF02221493","P. T. Hadingham","1990","http://link.springer.com/article/10.1007/BF02221493","Article"
"Algorithms for the determination of cutsets in a hypergraph","Journal of Computer Science and Technology","","5","1","10.1007/BF02946562","Rong YaoTai KangTinghuai Chen","1990","http://link.springer.com/article/10.1007/BF02946562","Article"
"On the nature of lexical knowledge","Machine Translation","","5","1","10.1007/BF00310039","James Pustejovsky","1990","http://link.springer.com/article/10.1007/BF00310039","Article"
"Valency and case in computational linguistics","Machine Translation","","5","1","10.1007/BF00310043","Stanley Starosta","1990","http://link.springer.com/article/10.1007/BF00310043","Article"
"The feasibility of motion and structure from noisy time-varying image velocity information","International Journal of Computer Vision","","5","3","10.1007/BF00126501","John L. BarronAllan D. JepsonJohn K. Tsotsos","1990","http://link.springer.com/article/10.1007/BF00126501","Article"
"Termination by completion","Applicable Algebra in Engineering, Communication and Computing","","1","2","10.1007/BF01810293","Françoise BellegardePierre Lescanne","1990","http://link.springer.com/article/10.1007/BF01810293","Article"
"Words in the mind: An introduction to the mental lexicon","Machine Translation","","4","4","10.1007/BF00713703","Danny Jones","1990","http://link.springer.com/article/10.1007/BF00713703","Article"
"A wide instruction word architecture for parallel execution of logic programs coded in BSL","New Generation Computing","","7","2 - 3","10.1007/BF03037207","Kemal EbcioĝluManoj Kumar","1990","http://link.springer.com/article/10.1007/BF03037207","Article"
"Learning Logical Definitions from Relations","Machine Learning","","5","3","10.1023/A:1022699322624","J.R. Quinlan","1990","http://link.springer.com/article/10.1023/A%3A1022699322624","Article"
"A monotone including multigrid-method","Computing","","45","4","10.1007/BF02238805","Dr. R. L. Voller","1990","http://link.springer.com/article/10.1007/BF02238805","Article"
"Book reviews","Machine Translation","","5","4","10.1007/BF00376646","Laurence DanlosMichael Rosner","1990","http://link.springer.com/article/10.1007/BF00376646","Article"
"Introduction: Special issue on computational learning theory","Machine Learning","","5","2","10.1007/BF00116033","Leonard Pitt","1990","http://link.springer.com/article/10.1007/BF00116033","Article"
"Transcendental functions and mechanical theorem proving in elementary geometries","Journal of Automated Reasoning","","6","4","10.1007/BF00244356","Xiaoshan Gao","1990","http://link.springer.com/article/10.1007/BF00244356","Article"
"Call for papers","Journal of Automated Reasoning","","6","4","10.1007/BF00244360","","1990","http://link.springer.com/article/10.1007/BF00244360","Article"
"Report on AI research in progress in New Zealand universities","Artificial Intelligence Review","","4","1","10.1007/BF02221495","W. K. YeapR. Mugridge","1990","http://link.springer.com/article/10.1007/BF02221495","Article"
"TAUS: A file-based software understanding tool","Journal of Computer Science and Technology","","5","1","10.1007/BF02946564","Xianglín FeiChengzao WangHezhen WangChangmiao Zhao","1990","http://link.springer.com/article/10.1007/BF02946564","Article"
"Introduction","Machine Learning","","5","4","10.1023/A:1022625623050","Kenneth De Jong","1990","http://link.springer.com/article/10.1023/A%3A1022625623050","Article"
"Announcement","Machine Translation","","5","1","10.1007/BF00310045","","1990","http://link.springer.com/article/10.1007/BF00310045","Article"
"Reading cursive handwriting by alignment of letter prototypes","International Journal of Computer Vision","","5","3","10.1007/BF00126503","Shimon EdelmanTamar FlashShimon Ullman","1990","http://link.springer.com/article/10.1007/BF00126503","Article"
"An enumeration formula for certain irreducible polynomials with an application to the construction of irreducible polynomials over the binary field","Applicable Algebra in Engineering, Communication and Computing","","1","2","10.1007/BF01810295","Harald Niederreiter","1990","http://link.springer.com/article/10.1007/BF01810295","Article"
"Symposium on Lexicography III: Proceedings of the Third International Symposium on Lexicography","Machine Translation","","4","4","10.1007/BF00713705","George Dunbar","1990","http://link.springer.com/article/10.1007/BF00713705","Article"
"An abstract interpretation scheme for identifying inherent parallelism in logic programs","New Generation Computing","","7","2 - 3","10.1007/BF03037209","Arvind K. BansalLeon S. Sterling","1990","http://link.springer.com/article/10.1007/BF03037209","Article"
"Convergence of hybrid MUSCL-type schemes","Computing","","44","2","10.1007/BF02241863","J. DaiH. Ren","1990","http://link.springer.com/article/10.1007/BF02241863","Article"
