Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Local and superlinear convergence of a class of variable metric methods","Computing","","23","3","10.1007/BF02252133","Prof. Dr. K. Ritter","1979","http://link.springer.com/article/10.1007/BF02252133","Article"
"An efficient method of numerical inversion of Laplace Transforms","Computing","","2","2","10.1007/BF02239184","O. Wing","1967","http://link.springer.com/article/10.1007/BF02239184","Article"
"Ein Verfahren zur Lösung gewisser nichtlinearer Kontrollprobleme","Computing","","6","3 - 4","10.1007/BF02238810","Prof. Dr. K. Neumann","1970","http://link.springer.com/article/10.1007/BF02238810","Article"
"Heinz Rutishauser","Computing","","7","1 - 2","10.1007/BF02279949","o. Prof. Dr. F. L. Bauer","1971","http://link.springer.com/article/10.1007/BF02279949","Article"
"Note on the computation of Jacobi's nome and its inverse","Computing","","4","3","10.1007/BF02234768","H. E. Fettis","1969","http://link.springer.com/article/10.1007/BF02234768","Article"
"Konvergenzbeschleunigte Iteration von linearen Gleichungssystemen bei Divergenz des klassischen Verfahrens unter besonderer Berücksichtigung von Randwertproblemen","Computing","","4","3","10.1007/BF02234772","Dr. D. Marsal","1969","http://link.springer.com/article/10.1007/BF02234772","Article"
"On the RAS-algorithm","Computing","","23","2","10.1007/BF02252097","A. BachemB. Korte","1979","http://link.springer.com/article/10.1007/BF02252097","Article"
"Runge-Kutta integration algorithms with built-in estimates of the accumulated truncation error","Computing","","20","1","10.1007/BF02241897","Dr. P. MerluzziC. Brosilow","1978","http://link.springer.com/article/10.1007/BF02241897","Article"
"Formalization and implementation of floating-point arithmetics","Computing","","14","4","10.1007/BF02253545","Prof. Dr. U. Kulisch","1975","http://link.springer.com/article/10.1007/BF02253545","Article"
"Minimization of norms and logarithmic norms by diagonal similarities","Computing","","10","1 - 2","10.1007/BF02242378","Dr. T. Ström","1972","http://link.springer.com/article/10.1007/BF02242378","Article"
"Numerische Behandlung einer Volterraschen Integralgleichung","Computing","","19","3","10.1007/BF02252204","Dr. R. Esser","1978","http://link.springer.com/article/10.1007/BF02252204","Article"
"Näherungsverfahren zur Ermittlung periodischer Lösungen von Systemen nichtlinearer periodischer Differentialgleichungen","Computing","","10","1 - 2","10.1007/BF02242382","Dr. K. R. Schneider","1972","http://link.springer.com/article/10.1007/BF02242382","Article"
"Virtuelle Z-Baum-Technik","Computing","","17","2","10.1007/BF02276754","J. Seehusen","1976","http://link.springer.com/article/10.1007/BF02276754","Article"
"Conjugate gradient algorithms in the solution of optimization problems for nonlinear elliptic partial differential equations","Computing","","22","1","10.1007/BF02246559","Dr. Dianne P. O'Leary","1979","http://link.springer.com/article/10.1007/BF02246559","Article"
"Über die beim numerischen Rechnen mit komplexen Zahlen und Intervallen vorliegenden mathematischen Strukturen","Computing","","14","1 - 2","10.1007/BF02242306","Dr. Ch. Ullrich","1975","http://link.springer.com/article/10.1007/BF02242306","Article"
"Zur Lösung nichtlinearer Kontrollprobleme mit Hilfe eines Gradientenverfahrens","Computing","","14","1 - 2","10.1007/BF02242310","Prof. Dr. K. Neumann","1975","http://link.springer.com/article/10.1007/BF02242310","Article"
