"Contents of the DL"
"CONTENT TYPE","TITLE","ABBR","ISSN","e-ISSN","PUBLICATION RANGE: START","PUBLICATION RANGE: LATEST PUBLISHED","SHORTCUT URL","ARCHIVE URL"
"Conference Proceedings","MobiEval: System Evaluation for Mobile Platforms","","","","2007 (June 2007)","2007 (June 2007)","http://dl.acm.org/proceedings/mobieval/","http://dl.acm.org/proceedings/mobieval/archive/"
"Conference Proceedings","MobiHeld: Networking, Systems, and Applications for Mobile Handhelds","","","","2009 (August 2009)","2011 (October 2011)","http://dl.acm.org/proceedings/mobiheld/","http://dl.acm.org/proceedings/mobiheld/archive/"
"Conference Proceedings","MobiHoc: Mobile Ad Hoc Networking and Computing","","","","2000 (November 2000)","2018 (June 2018)","http://dl.acm.org/proceedings/mobihoc/","http://dl.acm.org/proceedings/mobihoc/archive/"
"Conference Proceedings","MobiMedia: Mobile Multimedia Communications","","","","2006 (September 2006)","2016 (June 2016)","http://dl.acm.org/proceedings/mobimedia/","http://dl.acm.org/proceedings/mobimedia/archive/"
"Conference Proceedings","MobiOpp: Mobile Opportunistic Networking","","","","2007 (June 2007)","2012 (March 2012)","http://dl.acm.org/proceedings/mobiopp/","http://dl.acm.org/proceedings/mobiopp/archive/"
"Conference Proceedings","MobiShare: Decentralized Resource Sharing in Mobile Computing and Networking","","","","2006 (September 2006)","2006 (September 2006)","http://dl.acm.org/proceedings/mobishare/","http://dl.acm.org/proceedings/mobishare/archive/"
"Conference Proceedings","MobiSys: Mobile Systems, Applications, and Services","","","","2003 (May 2003)","2018 (June 2018)","http://dl.acm.org/proceedings/mobisys/","http://dl.acm.org/proceedings/mobisys/archive/"
"Conference Proceedings","MobiVirt: Virtualization in Mobile Computing","","","","2008 (June 2008)","2008 (June 2008)","http://dl.acm.org/proceedings/mobivirt/","http://dl.acm.org/proceedings/mobivirt/archive/"
"Conference Proceedings","MobiWac: Mobility Management and Wireless Access","","","","2002 (October 2002)","2018 (October 2018)","http://dl.acm.org/proceedings/mobiwac/","http://dl.acm.org/proceedings/mobiwac/archive/"
"Conference Proceedings","MobileHCI: Human Computer Interaction with Mobile Devices and Services","","","","2005 (September 2005)","2018 (September 2018)","http://dl.acm.org/proceedings/mobilehci/","http://dl.acm.org/proceedings/mobilehci/archive/"
"Conference Proceedings","Mobility: Mobile Technology, Applications, and Systems","","","","2006 (October 2006)","2009 (September 2009)","http://dl.acm.org/proceedings/mobility/","http://dl.acm.org/proceedings/mobility/archive/"
"Conference Proceedings","MobilityModels: Mobility Models","","","","2008 (May 2008)","2008 (May 2008)","http://dl.acm.org/proceedings/mobilitymodels/","http://dl.acm.org/proceedings/mobilitymodels/archive/"
"Conference Proceedings","NAOMI: Next Generation Aspect Oriented Middleware","","","","2008 (April 2008)","2008 (April 2008)","http://dl.acm.org/proceedings/naomi/","http://dl.acm.org/proceedings/naomi/archive/"
"Conference Proceedings","NDA: Network Data Anonymization","","","","2008 (October 2008)","2008 (October 2008)","http://dl.acm.org/proceedings/nda/","http://dl.acm.org/proceedings/nda/archive/"
"Conference Proceedings","NETFLIX: Large-Scale Recommender Systems and the Netflix Prize Competition","","","","2008 (August 2008)","2008 (August 2008)","http://dl.acm.org/proceedings/netflix/","http://dl.acm.org/proceedings/netflix/archive/"
"Conference Proceedings","NICELI: Network-I/O Convergence","","","","2003 (August 2003)","2003 (August 2003)","http://dl.acm.org/proceedings/niceli/","http://dl.acm.org/proceedings/niceli/archive/"
"Conference Proceedings","NIME: New Interfaces for Musical Expression","","","","2007 (June 2007)","2007 (June 2007)","http://dl.acm.org/proceedings/nime/","http://dl.acm.org/proceedings/nime/archive/"
"Conference Proceedings","NOSSDAV: Network and Operating Systems Support for Digital Audio and Video","","","","2001 (January 2001)","2018 (June 2018)","http://dl.acm.org/proceedings/nossdav/","http://dl.acm.org/proceedings/nossdav/archive/"
"Conference Proceedings","NOTERE: New Technologies in Distributed Systems","","","","2008 (June 2008)","2008 (June 2008)","http://dl.acm.org/proceedings/notere/","http://dl.acm.org/proceedings/notere/archive/"
"Conference Proceedings","NPAR: Non-Photorealistic Animation and Rendering","","","","2000 (June 2000)","2017 (July 2017)","http://dl.acm.org/proceedings/npar/","http://dl.acm.org/proceedings/npar/archive/"
"Conference Proceedings","NPIV: New Paradigms in Information Visualization and Manipulation","","","","1997 (November 1997)","1998 (November 1998)","http://dl.acm.org/proceedings/npiv/","http://dl.acm.org/proceedings/npiv/archive/"
"Conference Proceedings","NRBC: Next-Generation Residential Broadband Challenges","","","","2004 (October 2004)","2004 (October 2004)","http://dl.acm.org/proceedings/nrbc/","http://dl.acm.org/proceedings/nrbc/archive/"
"Conference Proceedings","NSDI: Networked Systems Design &#38; Implementation","","","","2005 (May 2005)","2014 (April 2014)","http://dl.acm.org/proceedings/nsdi/","http://dl.acm.org/proceedings/nsdi/archive/"
"Conference Proceedings","NSDR: Networked Systems for Developing Regions","","","","2007 (August 2007)","2011 (June 2011)","http://dl.acm.org/proceedings/nsdr/","http://dl.acm.org/proceedings/nsdr/archive/"
"Conference Proceedings","NSEC: National Software Engineering Conference","","","","2010 (October 2010)","2010 (October 2010)","http://dl.acm.org/proceedings/nsec/","http://dl.acm.org/proceedings/nsec/archive/"
"Conference Proceedings","NSPW: New Security Paradigms and Workshop","","","","1993 (August 1993)","2018 (August 2018)","http://dl.acm.org/proceedings/nspw/","http://dl.acm.org/proceedings/nspw/archive/"
"Conference Proceedings","Nanoarch: Nanoscale Architectures","","","","2007 (October 2007)","2018 (July 2018)","http://dl.acm.org/proceedings/nanoarch/","http://dl.acm.org/proceedings/nanoarch/archive/"
"Conference Proceedings","NetEcon: Economics of Networked Systems","","","","2008 (August 2008)","2018 (June 2018)","http://dl.acm.org/proceedings/netecon/","http://dl.acm.org/proceedings/netecon/archive/"
"Conference Proceedings","NetGames: Network and Systems Support for Games","","","","2002 (April 2002)","2018 (June 2018)","http://dl.acm.org/proceedings/netgames/","http://dl.acm.org/proceedings/netgames/archive/"
"Conference Proceedings","NetT: Network Troubleshooting","","","","2004 (September 2004)","2004 (September 2004)","http://dl.acm.org/proceedings/nett/","http://dl.acm.org/proceedings/nett/archive/"
"Conference Proceedings","NoCArc: Network on Chip Architectures","","","","2009 (December 2009)","2017 (October 2017)","http://dl.acm.org/proceedings/nocarc/","http://dl.acm.org/proceedings/nocarc/archive/"
"Conference Proceedings","NordiCHI: Nordic Conference on Human-Computer Interaction","","","","2002 (October 2002)","2018 (September 2018)","http://dl.acm.org/proceedings/nordichi/","http://dl.acm.org/proceedings/nordichi/archive/"
"Conference Proceedings","OBI: Ontology-supported Business Intelligence","","","","2008 (October 2008)","2008 (October 2008)","http://dl.acm.org/proceedings/obi/","http://dl.acm.org/proceedings/obi/archive/"
"Conference Proceedings","OM: Optimization of Middleware and Distributed Systems","","","","2001 (August 2001)","2001 (August 2001)","http://dl.acm.org/proceedings/om/","http://dl.acm.org/proceedings/om/archive/"
"Conference Proceedings","ONISW: Ontologies and Information Systems for the Semantic Web","","","","2008 (October 2008)","2008 (October 2008)","http://dl.acm.org/proceedings/onisw/","http://dl.acm.org/proceedings/onisw/archive/"
"Conference Proceedings","OODS: Object-Oriented Database Systems","","","","1986 (September 1986)","1986 (September 1986)","http://dl.acm.org/proceedings/oods/","http://dl.acm.org/proceedings/oods/archive/"
"Conference Proceedings","OOPWORK: OOPWORK","","","","1986 (June 1986)","1986 (June 1986)","http://dl.acm.org/proceedings/oopwork/","http://dl.acm.org/proceedings/oopwork/archive/"
"Conference Proceedings","OSDI: Operating Systems Design and Implementation","","","","1994 (November 1994)","2018 (October 2018)","http://dl.acm.org/proceedings/osdi/","http://dl.acm.org/proceedings/osdi/archive/"
"Conference Proceedings","OSDM: Open Source Data Mining","","","","2005 (August 2005)","2005 (August 2005)","http://dl.acm.org/proceedings/osdm/","http://dl.acm.org/proceedings/osdm/archive/"
"Conference Proceedings","OZCHI: Australian Computer-Human Interaction Special Interest Group: Design","","","","2005 (November 2005)","2018 (December 2018)","http://dl.acm.org/proceedings/ozchi/","http://dl.acm.org/proceedings/ozchi/archive/"
"Conference Proceedings","P2PECON: Economics of Peer-to-Peer Systems","","","","2005 (August 2005)","2005 (August 2005)","http://dl.acm.org/proceedings/p2pecon/","http://dl.acm.org/proceedings/p2pecon/archive/"
"Conference Proceedings","P2PIR: PPIR","","","","2005 (November 2005)","2006 (November 2006)","http://dl.acm.org/proceedings/p2pir/","http://dl.acm.org/proceedings/p2pir/archive/"
"Conference Proceedings","PACT: Parallel Architectures and Compilation Techniques","","","","1993 (January 1993)","2018 (November 2018)","http://dl.acm.org/proceedings/pact/","http://dl.acm.org/proceedings/pact/archive/"
"Conference Proceedings","PADD: Parallel and Distributed Debugging","","","","1988 (November 1988)","1993 (December 1993)","http://dl.acm.org/proceedings/padd/","http://dl.acm.org/proceedings/padd/archive/"
"Conference Proceedings","PADS: Principles of Advanced and Distributed Simulation","","","","1993 (July 1993)","2018 (May 2018)","http://dl.acm.org/proceedings/pads/","http://dl.acm.org/proceedings/pads/archive/"
"Conference Proceedings","PADTAD: Parallel and Distributed Systems: Testing, Analysis, and Debugging","","","","2006 (July 2006)","2012 (July 2012)","http://dl.acm.org/proceedings/padtad/","http://dl.acm.org/proceedings/padtad/archive/"
"Conference Proceedings","PAIS: Privacy and Anonymity in Information Society","","","","2008 (March 2008)","2011 (March 2011)","http://dl.acm.org/proceedings/pais/","http://dl.acm.org/proceedings/pais/archive/"
"Conference Proceedings","PASCO: Parallel Symbolic Computation","","","","1997 (July 1997)","2017 (July 2017)","http://dl.acm.org/proceedings/pasco/","http://dl.acm.org/proceedings/pasco/archive/"
"Conference Proceedings","PASTE: Program Analysis for Software Tools and Engineering","","","","1998 (July 1998)","2013 (June 2013)","http://dl.acm.org/proceedings/paste/","http://dl.acm.org/proceedings/paste/archive/"
"Conference Proceedings","PAVLAD: Privacy and Anonymity for Very Large Databases","","","","2009 (November 2009)","2009 (November 2009)","http://dl.acm.org/proceedings/pavlad/","http://dl.acm.org/proceedings/pavlad/archive/"
"Conference Proceedings","PCAR: Practical Cognitive Agents and Robots","","","","2006 (November 2006)","2010 (May 2010)","http://dl.acm.org/proceedings/pcar/","http://dl.acm.org/proceedings/pcar/archive/"
"Conference Proceedings","PCGames: Procedural Content Generation in Games","","","","2010 (June 2010)","2011 (June 2011)","http://dl.acm.org/proceedings/pcgames/","http://dl.acm.org/proceedings/pcgames/archive/"
"Conference Proceedings","PCK: Principles of Computing &#38; Knowledge","","","","2003 (June 2003)","2003 (June 2003)","http://dl.acm.org/proceedings/pck/","http://dl.acm.org/proceedings/pck/archive/"
"Conference Proceedings","PCS: Personal Computer Security","","","","1986 (September 1986)","1986 (September 1986)","http://dl.acm.org/proceedings/pcs/","http://dl.acm.org/proceedings/pcs/archive/"
"Conference Proceedings","PDC: Participatory Design","","","","2004 (July 2004)","2018 (August 2018)","http://dl.acm.org/proceedings/pdc/","http://dl.acm.org/proceedings/pdc/archive/"
"Conference Proceedings","PDSW: Petascale Data Storage","","","","2007 (November 2007)","2017 (November 2017)","http://dl.acm.org/proceedings/pdsw/","http://dl.acm.org/proceedings/pdsw/archive/"
"Conference Proceedings","PE-WASUN: Performance Evaluation of Wireless Ad hoc Sensor, and Ubiquitous Networks","","","","2004 (October 2004)","2018 (October 2018)","http://dl.acm.org/proceedings/pe-wasun/","http://dl.acm.org/proceedings/pe-wasun/archive/"
"Conference Proceedings","PEICS: Pattern-Driven Engineering of Interactive Computing Systems","","","","2010 (July 2010)","2011 (June 2011)","http://dl.acm.org/proceedings/peics/","http://dl.acm.org/proceedings/peics/archive/"
"Conference Proceedings","PEPM: Partial Evaluation and Program Manipulation","","","","1991 (May 1991)","2019 (January 2019)","http://dl.acm.org/proceedings/pepm/","http://dl.acm.org/proceedings/pepm/archive/"
"Conference Proceedings","PERFORMANCE: Computer Performance Modelling, Measurement and Evaluation","","","","1980 (May 1980)","1980 (May 1980)","http://dl.acm.org/proceedings/performance/","http://dl.acm.org/proceedings/performance/archive/"
"Conference Proceedings","PESOS: Principles of Engineering Service-Oriented Systems","","","","2009 (May 2009)","2015 (May 2015)","http://dl.acm.org/proceedings/pesos/","http://dl.acm.org/proceedings/pesos/archive/"
"Conference Proceedings","PETRA: Pervasive Technologies Related to Assistive Environments","","","","2008 (July 2008)","2018 (June 2018)","http://dl.acm.org/proceedings/petra/","http://dl.acm.org/proceedings/petra/archive/"
"Conference Proceedings","PGAS: Partitioned Global Address Space Programing Models","","","","2009 (October 2009)","2014 (October 2014)","http://dl.acm.org/proceedings/pgas/","http://dl.acm.org/proceedings/pgas/archive/"
"Conference Proceedings","PIKM: Ph.D. Students in Information and Knowledge Management","","","","2007 (November 2007)","2015 (October 2015)","http://dl.acm.org/proceedings/pikm/","http://dl.acm.org/proceedings/pikm/archive/"
"Conference Proceedings","PINS: Practice and Theory of Incentives in Networked Systems","","","","2004 (September 2004)","2004 (September 2004)","http://dl.acm.org/proceedings/pins/","http://dl.acm.org/proceedings/pins/archive/"
"Conference Proceedings","PLAS: Programming Languages and Analysis for Security","","","","2006 (June 2006)","2018 (October 2018)","http://dl.acm.org/proceedings/plas/","http://dl.acm.org/proceedings/plas/archive/"
"Conference Proceedings","PLATE: Linking Aspect Technology and Evolution","","","","2009 (March 2009)","2009 (March 2009)","http://dl.acm.org/proceedings/plate/","http://dl.acm.org/proceedings/plate/archive/"
"Conference Proceedings","PLDI: Programming Language Design and Implementation","","","","1988 (June 1988)","2018 (June 2018)","http://dl.acm.org/proceedings/pldi/","http://dl.acm.org/proceedings/pldi/archive/"
"Conference Proceedings","PLEASE: Product Line Approaches in Software Engineering","","","","2010 (May 2010)","2015 (May 2015)","http://dl.acm.org/proceedings/please/","http://dl.acm.org/proceedings/please/archive/"
"Conference Proceedings","PLOS: Programming Languages and Operating Systems","","","","2006 (October 2006)","2017 (October 2017)","http://dl.acm.org/proceedings/plos/","http://dl.acm.org/proceedings/plos/archive/"
"Conference Proceedings","PLPV: Programming Languages Meets Program Verification","","","","2007 (October 2007)","2014 (January 2014)","http://dl.acm.org/proceedings/plpv/","http://dl.acm.org/proceedings/plpv/archive/"
